response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
1.0278,0.0000,0.0000,0.0000,1.0278,0.0000,200,3.0739
1.0278,0.0000,0.0000,0.0000,1.0278,0.0000,200,3.0740
1.0278,0.0000,0.0000,0.0000,1.0278,0.0000,200,3.0740
1.0278,0.0000,0.0000,0.0000,1.0278,0.0000,200,3.0741
1.0278,0.0000,0.0000,0.0000,1.0278,0.0000,200,3.0741
1.0279,0.0000,0.0000,0.0000,1.0278,0.0000,200,3.0742
1.0279,0.0000,0.0000,0.0000,1.0279,0.0000,200,3.0742
1.0279,0.0000,0.0000,0.0000,1.0279,0.0000,200,3.0742
1.0280,0.0000,0.0000,0.0000,1.0279,0.0000,200,3.0743
1.0280,0.0000,0.0000,0.0000,1.0280,0.0000,200,3.0743
1.0280,0.0000,0.0000,0.0000,1.0280,0.0001,200,3.0744
1.0281,0.0000,0.0000,0.0000,1.0281,0.0000,200,3.0744
1.0063,0.0000,0.0000,0.0000,1.0060,0.0002,200,4.0306
1.0063,0.0000,0.0000,0.0000,1.0061,0.0001,200,4.0316
1.0063,0.0000,0.0000,0.0000,1.0061,0.0001,200,4.0321
1.0027,0.0000,0.0000,0.0000,1.0027,0.0000,200,4.0435
1.0029,0.0000,0.0000,0.0000,1.0028,0.0000,200,4.0438
1.0053,0.0000,0.0000,0.0001,1.0052,0.0000,200,4.0442
1.0041,0.0000,0.0000,0.0000,1.0040,0.0000,200,4.0457
1.0041,0.0000,0.0000,0.0000,1.0040,0.0000,200,4.0460
1.0050,0.0000,0.0000,0.0000,1.0050,0.0000,200,4.0464
1.0050,0.0000,0.0000,0.0000,1.0049,0.0000,200,4.0468
1.0045,0.0000,0.0000,0.0000,1.0044,0.0000,200,4.0477
1.0023,0.0000,0.0000,0.0000,1.0023,0.0000,200,4.0502
1.0023,0.0000,0.0000,0.0000,1.0023,0.0000,200,4.0504
1.0056,0.0000,0.0000,0.0000,1.0055,0.0001,200,4.0506
1.0057,0.0000,0.0000,0.0000,1.0057,0.0000,200,4.0507
1.0058,0.0000,0.0000,0.0000,1.0058,0.0000,200,4.0509
1.0049,0.0000,0.0000,0.0000,1.0049,0.0000,200,4.0519
1.0075,0.0000,0.0000,0.0000,1.0074,0.0000,200,4.0793
1.0204,0.0000,0.0000,0.0000,1.0203,0.0001,200,4.0811
1.0233,0.0000,0.0000,0.0000,1.0223,0.0010,200,4.0821
1.0243,0.0000,0.0000,0.0000,1.0242,0.0000,200,4.0821
1.0251,0.0000,0.0000,0.0000,1.0250,0.0000,200,4.0823
1.0245,0.0000,0.0000,0.0000,1.0245,0.0000,200,4.0830
1.0253,0.0000,0.0000,0.0000,1.0253,0.0000,200,4.0823
1.0138,0.0000,0.0000,0.0000,1.0137,0.0000,200,4.0940
1.0164,0.0000,0.0000,0.0000,1.0163,0.0000,200,4.0914
1.0196,0.0000,0.0000,0.0000,1.0195,0.0000,200,4.0883
1.0134,0.0000,0.0000,0.0000,1.0126,0.0008,200,4.0951
1.0122,0.0000,0.0000,0.0000,1.0121,0.0001,200,4.0971
1.0089,0.0000,0.0000,0.0000,1.0089,0.0000,200,4.1012
1.0090,0.0000,0.0000,0.0000,1.0090,0.0000,200,4.1012
1.0090,0.0000,0.0000,0.0000,1.0090,0.0000,200,4.1013
1.0149,0.0000,0.0000,0.0000,1.0124,0.0025,200,4.1014
